Gene.symbol,adj.P.Val,negLog
CAPZA2,6.93E-01,0.159266765
CFAP44,6.93E-01,0.159266765
CTNNA2,6.93E-01,0.159266765
CYP17A1,6.93E-01,0.159266765
DPEP1,6.93E-01,0.159266765
EFNB1,6.93E-01,0.159266765
FAM19A1,6.93E-01,0.159266765
FBP1,6.93E-01,0.159266765
FOXD4L3,6.93E-01,0.159266765
GOLGA8I,6.93E-01,0.159266765
H2AFY,6.93E-01,0.159266765
HOMER1,6.93E-01,0.159266765
LINC00623,6.93E-01,0.159266765
LOC286238,6.93E-01,0.159266765
MIR1257,6.93E-01,0.159266765
MTM1,6.93E-01,0.159266765
NCKAP5,6.93E-01,0.159266765
NKX2-1,6.93E-01,0.159266765
OR11A1,6.93E-01,0.159266765
PIK3C2A,6.93E-01,0.159266765
SETDB2,6.93E-01,0.159266765
SLC25A17,6.93E-01,0.159266765
SNORD51,6.93E-01,0.159266765
UBXN11,6.93E-01,0.159266765
ANKMY1,6.94E-01,0.15864053
APBB1,6.94E-01,0.15864053
ATP13A3,6.94E-01,0.15864053
CACNA2D1,6.94E-01,0.15864053
CDC42,6.94E-01,0.15864053
CNOT7,6.94E-01,0.15864053
CORO1B,6.94E-01,0.15864053
DEFB108B,6.94E-01,0.15864053
DMD,6.94E-01,0.15864053
FAM101A,6.94E-01,0.15864053
FAM131B,6.94E-01,0.15864053
FBXO47,6.94E-01,0.15864053
FBXO6,6.94E-01,0.15864053
GNAI1,6.94E-01,0.15864053
IFNA13,6.94E-01,0.15864053
KCNQ2,6.94E-01,0.15864053
MS4A3,6.94E-01,0.15864053
MTNR1A,6.94E-01,0.15864053
ODC1,6.94E-01,0.15864053
PQLC1,6.94E-01,0.15864053
RBM38,6.94E-01,0.15864053
S100Z,6.94E-01,0.15864053
SMG7,6.94E-01,0.15864053
SPATC1,6.94E-01,0.15864053
USP9X,6.94E-01,0.15864053
XRCC6P5,6.94E-01,0.15864053
ZNF583,6.94E-01,0.15864053
ZNF660,6.94E-01,0.15864053
ZNF830,6.94E-01,0.15864053
ALX3,6.95E-01,0.158015195
AOX2P,6.95E-01,0.158015195
AXDND1,6.95E-01,0.158015195
C9orf84,6.95E-01,0.158015195
DCST1,6.95E-01,0.158015195
DNAJB3,6.95E-01,0.158015195
DNAJC27,6.95E-01,0.158015195
DUSP11,6.95E-01,0.158015195
FARP1,6.95E-01,0.158015195
HK2,6.95E-01,0.158015195
IL22,6.95E-01,0.158015195
ITGA5,6.95E-01,0.158015195
ITGAD,6.95E-01,0.158015195
KITLG,6.95E-01,0.158015195
LHFPL3,6.95E-01,0.158015195
MRPS21,6.95E-01,0.158015195
MZT2A,6.95E-01,0.158015195
NCCRP1,6.95E-01,0.158015195
NEU1,6.95E-01,0.158015195
PCDHAC2,6.95E-01,0.158015195
PMPCA,6.95E-01,0.158015195
POTED,6.95E-01,0.158015195
PSG5,6.95E-01,0.158015195
PSMD10,6.95E-01,0.158015195
RNF216P1,6.95E-01,0.158015195
RPL17,6.95E-01,0.158015195
SKIV2L2,6.95E-01,0.158015195
SNHG5,6.95E-01,0.158015195
SNX8,6.95E-01,0.158015195
SREBF1,6.95E-01,0.158015195
THAP1,6.95E-01,0.158015195
WTH3DI,6.95E-01,0.158015195
ZNF3,6.95E-01,0.158015195
ZNF420,6.95E-01,0.158015195
ZNF624,6.95E-01,0.158015195
CNIH1,6.96E-01,0.15739076
ERMN,6.96E-01,0.15739076
FAM205A,6.96E-01,0.15739076
HMGB2,6.96E-01,0.15739076
ICA1,6.96E-01,0.15739076
LINC00633,6.96E-01,0.15739076
MSLN,6.96E-01,0.15739076
MSMO1,6.96E-01,0.15739076
PAM16,6.96E-01,0.15739076
PRSS21,6.96E-01,0.15739076
RBMY1D,6.96E-01,0.15739076
RYBP,6.96E-01,0.15739076
UBE2E3,6.96E-01,0.15739076
ACTR3B,6.97E-01,0.156767222
AHSA1,6.97E-01,0.156767222
APEX1,6.97E-01,0.156767222
APEX2,6.97E-01,0.156767222
BBS5,6.97E-01,0.156767222
C9orf139,6.97E-01,0.156767222
CORO1B,6.97E-01,0.156767222
DDHD1,6.97E-01,0.156767222
EYA1,6.97E-01,0.156767222
GOT1,6.97E-01,0.156767222
HNRNPM,6.97E-01,0.156767222
JKAMP,6.97E-01,0.156767222
JMJD6,6.97E-01,0.156767222
MFSD8,6.97E-01,0.156767222
NANOG,6.97E-01,0.156767222
P4HA2,6.97E-01,0.156767222
SLITRK4,6.97E-01,0.156767222
STX6,6.97E-01,0.156767222
TEX14,6.97E-01,0.156767222
ZC3H14,6.97E-01,0.156767222
AGPAT2,6.98E-01,0.156144577
C4orf33,6.98E-01,0.156144577
CLCNKB,6.98E-01,0.156144577
CTDSPL,6.98E-01,0.156144577
DKK1,6.98E-01,0.156144577
FIP1L1,6.98E-01,0.156144577
GEMIN8,6.98E-01,0.156144577
HSFY2,6.98E-01,0.156144577
LOC100129307,6.98E-01,0.156144577
LOC100131347,6.98E-01,0.156144577
LOC102724190,6.98E-01,0.156144577
LPPR4,6.98E-01,0.156144577
MAGEB16,6.98E-01,0.156144577
METTL13,6.98E-01,0.156144577
NCF1C,6.98E-01,0.156144577
OR10G3,6.98E-01,0.156144577
PARP9,6.98E-01,0.156144577
PLP1,6.98E-01,0.156144577
POM121L2,6.98E-01,0.156144577
SMARCB1,6.98E-01,0.156144577
SNAI3,6.98E-01,0.156144577
SSBP3,6.98E-01,0.156144577
TAPBP,6.98E-01,0.156144577
TROVE2,6.98E-01,0.156144577
UMODL1,6.98E-01,0.156144577
ZNF45,6.98E-01,0.156144577
ACOT6,6.99E-01,0.155522824
CDC42BPA,6.99E-01,0.155522824
CLEC3A,6.99E-01,0.155522824
COL28A1,6.99E-01,0.155522824
GAR1,6.99E-01,0.155522824
GCDH,6.99E-01,0.155522824
GPATCH2,6.99E-01,0.155522824
GPR89B,6.99E-01,0.155522824
KLHDC3,6.99E-01,0.155522824
LENG9,6.99E-01,0.155522824
MYPOP,6.99E-01,0.155522824
OR5F1,6.99E-01,0.155522824
OR8J3,6.99E-01,0.155522824
OR8K1,6.99E-01,0.155522824
PIGW,6.99E-01,0.155522824
RARRES1,6.99E-01,0.155522824
RRAGA,6.99E-01,0.155522824
RTCB,6.99E-01,0.155522824
SLC40A1,6.99E-01,0.155522824
SRSF12,6.99E-01,0.155522824
TMEM175,6.99E-01,0.155522824
TRIM68,6.99E-01,0.155522824
ACTR1A,7.00E-01,0.15490196
AKAP2,7.00E-01,0.15490196
AMBN,7.00E-01,0.15490196
ARFIP1,7.00E-01,0.15490196
CPA2,7.00E-01,0.15490196
DLL3,7.00E-01,0.15490196
DNAJB14,7.00E-01,0.15490196
DNAJC6,7.00E-01,0.15490196
ERICH3,7.00E-01,0.15490196
EXOC3L1,7.00E-01,0.15490196
F8A3,7.00E-01,0.15490196
LAG3,7.00E-01,0.15490196
LIAS,7.00E-01,0.15490196
MITF,7.00E-01,0.15490196
MPZL2,7.00E-01,0.15490196
MXD1,7.00E-01,0.15490196
MYOCD,7.00E-01,0.15490196
OR5AC2,7.00E-01,0.15490196
RBM4,7.00E-01,0.15490196
SLC28A1,7.00E-01,0.15490196
SMOC1,7.00E-01,0.15490196
TAF1D,7.00E-01,0.15490196
TBL1Y,7.00E-01,0.15490196
UBIAD1,7.00E-01,0.15490196
UQCRB,7.00E-01,0.15490196
USP2,7.00E-01,0.15490196
CAMK2N2,7.01E-01,0.154281982
CLASP2,7.01E-01,0.154281982
CYP19A1,7.01E-01,0.154281982
DUX1,7.01E-01,0.154281982
FAM184B,7.01E-01,0.154281982
FBXL6,7.01E-01,0.154281982
GABPB1,7.01E-01,0.154281982
LINC00643,7.01E-01,0.154281982
MBD2,7.01E-01,0.154281982
MRPL48,7.01E-01,0.154281982
NBPF10,7.01E-01,0.154281982
NDUFA9,7.01E-01,0.154281982
PBX1,7.01E-01,0.154281982
PCDHB2,7.01E-01,0.154281982
PCDHGA4,7.01E-01,0.154281982
PCDHGC4,7.01E-01,0.154281982
RPA2,7.01E-01,0.154281982
SEC24B,7.01E-01,0.154281982
TMEM97,7.01E-01,0.154281982
TRMT44,7.01E-01,0.154281982
VPS26A,7.01E-01,0.154281982
ZSCAN1,7.01E-01,0.154281982
ARL6IP1,7.02E-01,0.153662888
CCNE2,7.02E-01,0.153662888
CNOT4,7.02E-01,0.153662888
COL8A1,7.02E-01,0.153662888
DDX3Y,7.02E-01,0.153662888
EZR,7.02E-01,0.153662888
FAM196A,7.02E-01,0.153662888
GAMT,7.02E-01,0.153662888
LOC93622,7.02E-01,0.153662888
LRRC72,7.02E-01,0.153662888
MIER1,7.02E-01,0.153662888
MIR340,7.02E-01,0.153662888
NUTM2G,7.02E-01,0.153662888
PGC,7.02E-01,0.153662888
PITX1,7.02E-01,0.153662888
PLS1,7.02E-01,0.153662888
SBF1P1,7.02E-01,0.153662888
SCGB1C1,7.02E-01,0.153662888
SF3B1,7.02E-01,0.153662888
SLC16A6,7.02E-01,0.153662888
SLC35A3,7.02E-01,0.153662888
SSBP2,7.02E-01,0.153662888
TFAMP1,7.02E-01,0.153662888
TNNT3,7.02E-01,0.153662888
TNRC6C,7.02E-01,0.153662888
TPTE,7.02E-01,0.153662888
TTC31,7.02E-01,0.153662888
TUBAL3,7.02E-01,0.153662888
USP17L24,7.02E-01,0.153662888
WDR75,7.02E-01,0.153662888
ARRB2,7.03E-01,0.153044675
ASXL3,7.03E-01,0.153044675
CAV2,7.03E-01,0.153044675
CCNH,7.03E-01,0.153044675
COTL1,7.03E-01,0.153044675
CPXM2,7.03E-01,0.153044675
GPR158,7.03E-01,0.153044675
HMGN3,7.03E-01,0.153044675
MERTK,7.03E-01,0.153044675
NHLRC3,7.03E-01,0.153044675
NTM,7.03E-01,0.153044675
OLA1,7.03E-01,0.153044675
OXCT2,7.03E-01,0.153044675
PAICS,7.03E-01,0.153044675
PANK2,7.03E-01,0.153044675
PCDHA6,7.03E-01,0.153044675
PFN1P2,7.03E-01,0.153044675
POLR1C,7.03E-01,0.153044675
PPARD,7.03E-01,0.153044675
REG4,7.03E-01,0.153044675
RGS1,7.03E-01,0.153044675
SLC17A9,7.03E-01,0.153044675
SLCO3A1,7.03E-01,0.153044675
SNORA38B,7.03E-01,0.153044675
ST3GAL3,7.03E-01,0.153044675
TRPC3,7.03E-01,0.153044675
TSPAN2,7.03E-01,0.153044675
TXLNG,7.03E-01,0.153044675
ZNF267,7.03E-01,0.153044675
ZNF747,7.03E-01,0.153044675
CLCC1,7.04E-01,0.152427341
DRAM1,7.04E-01,0.152427341
FOXN3-AS1,7.04E-01,0.152427341
GOLGA7,7.04E-01,0.152427341
HSD17B11,7.04E-01,0.152427341
KNOP1,7.04E-01,0.152427341
LDB3,7.04E-01,0.152427341
LIPF,7.04E-01,0.152427341
MAPKAPK5,7.04E-01,0.152427341
MIR526A2,7.04E-01,0.152427341
MYLK4,7.04E-01,0.152427341
OGFRL1,7.04E-01,0.152427341
OR1E2,7.04E-01,0.152427341
PCMT1,7.04E-01,0.152427341
PCSK5,7.04E-01,0.152427341
PDZK1IP1,7.04E-01,0.152427341
PIN4P1,7.04E-01,0.152427341
PLCB3,7.04E-01,0.152427341
PTP4A1,7.04E-01,0.152427341
RAB17,7.04E-01,0.152427341
THOC1,7.04E-01,0.152427341
WTAP,7.04E-01,0.152427341
ZSCAN29,7.04E-01,0.152427341
ACTB,7.05E-01,0.151810883
ANKDD1A,7.05E-01,0.151810883
B3GALNT1,7.05E-01,0.151810883
CSHL1,7.05E-01,0.151810883
DKK4,7.05E-01,0.151810883
DNAAF3,7.05E-01,0.151810883
ERP27,7.05E-01,0.151810883
KIAA1143,7.05E-01,0.151810883
LGALS8,7.05E-01,0.151810883
LOC154761,7.05E-01,0.151810883
MIR302C,7.05E-01,0.151810883
MIR568,7.05E-01,0.151810883
MRI1,7.05E-01,0.151810883
MTRF1L,7.05E-01,0.151810883
MYO9A,7.05E-01,0.151810883
POU2F2,7.05E-01,0.151810883
SERPINB3,7.05E-01,0.151810883
SHH,7.05E-01,0.151810883
STEAP3,7.05E-01,0.151810883
WDR17,7.05E-01,0.151810883
AMBP,7.06E-01,0.151195299
ARMC8,7.06E-01,0.151195299
ASAH2,7.06E-01,0.151195299
CCDC85C,7.06E-01,0.151195299
CENPM,7.06E-01,0.151195299
COASY,7.06E-01,0.151195299
CST9,7.06E-01,0.151195299
DPM1,7.06E-01,0.151195299
FANCD2,7.06E-01,0.151195299
FERMT3,7.06E-01,0.151195299
GPT2,7.06E-01,0.151195299
GRIN2A,7.06E-01,0.151195299
HPS4,7.06E-01,0.151195299
ICOS,7.06E-01,0.151195299
IFNE,7.06E-01,0.151195299
LOC727896,7.06E-01,0.151195299
LRIG2,7.06E-01,0.151195299
LYZ,7.06E-01,0.151195299
ORC2,7.06E-01,0.151195299
PFKP,7.06E-01,0.151195299
PIK3R1,7.06E-01,0.151195299
PTPLAD1,7.06E-01,0.151195299
RAVER1,7.06E-01,0.151195299
REXO4,7.06E-01,0.151195299
S100A13,7.06E-01,0.151195299
SLC43A3,7.06E-01,0.151195299
SSNA1,7.06E-01,0.151195299
SVIL,7.06E-01,0.151195299
TRPM3,7.06E-01,0.151195299
TSPY26P,7.06E-01,0.151195299
ZNF391,7.06E-01,0.151195299
ZNF404,7.06E-01,0.151195299
ZNF837,7.06E-01,0.151195299
ACADSB,7.07E-01,0.150580586
ARHGAP11A,7.07E-01,0.150580586
C1orf110,7.07E-01,0.150580586
CCNC,7.07E-01,0.150580586
CDK13,7.07E-01,0.150580586
CDV3,7.07E-01,0.150580586
CLUL1,7.07E-01,0.150580586
FLT4,7.07E-01,0.150580586
GLRA2,7.07E-01,0.150580586
GLT8D1,7.07E-01,0.150580586
GOLGA7,7.07E-01,0.150580586
GRM6,7.07E-01,0.150580586
KBTBD7,7.07E-01,0.150580586
KRT39,7.07E-01,0.150580586
LOC728024,7.07E-01,0.150580586
LY75,7.07E-01,0.150580586
MIR577,7.07E-01,0.150580586
MIR608,7.07E-01,0.150580586
MIR658,7.07E-01,0.150580586
MKRN3,7.07E-01,0.150580586
NSL1,7.07E-01,0.150580586
ORM2,7.07E-01,0.150580586
PIH1D1,7.07E-01,0.150580586
PLAU,7.07E-01,0.150580586
PSMD10,7.07E-01,0.150580586
RASGRP2,7.07E-01,0.150580586
SCUBE2,7.07E-01,0.150580586
SNORD91B,7.07E-01,0.150580586
ST7-AS1,7.07E-01,0.150580586
TCEA1,7.07E-01,0.150580586
TEX12,7.07E-01,0.150580586
TXNDC2,7.07E-01,0.150580586
USP33,7.07E-01,0.150580586
ZBED1,7.07E-01,0.150580586
ZNF700,7.07E-01,0.150580586
APPBP2,7.08E-01,0.149966742
CBFB,7.08E-01,0.149966742
CDH23,7.08E-01,0.149966742
CNOT7,7.08E-01,0.149966742
COLQ,7.08E-01,0.149966742
CYP4A22,7.08E-01,0.149966742
FBXL5,7.08E-01,0.149966742
KCNC2,7.08E-01,0.149966742
KIAA1407,7.08E-01,0.149966742
NUDT15,7.08E-01,0.149966742
PIAS2,7.08E-01,0.149966742
TADA3,7.08E-01,0.149966742
THAP5,7.08E-01,0.149966742
TSPY4,7.08E-01,0.149966742
ZNF620,7.08E-01,0.149966742
ZNF98,7.08E-01,0.149966742
ASB5,7.09E-01,0.149353765
C1orf122,7.09E-01,0.149353765
CCDC108,7.09E-01,0.149353765
CXADRP3,7.09E-01,0.149353765
ELK4,7.09E-01,0.149353765
FSD1,7.09E-01,0.149353765
HIGD1A,7.09E-01,0.149353765
LEFTY1,7.09E-01,0.149353765
LILRB2,7.09E-01,0.149353765
MAN1C1,7.09E-01,0.149353765
MDGA2,7.09E-01,0.149353765
MIR7-3,7.09E-01,0.149353765
MXI1,7.09E-01,0.149353765
NUP43,7.09E-01,0.149353765
P2RX6,7.09E-01,0.149353765
PFN1,7.09E-01,0.149353765
PFN2,7.09E-01,0.149353765
POLA1,7.09E-01,0.149353765
PRR34,7.09E-01,0.149353765
RPTN,7.09E-01,0.149353765
SLC17A3,7.09E-01,0.149353765
SNORA78,7.09E-01,0.149353765
STH,7.09E-01,0.149353765
SYNE2,7.09E-01,0.149353765
TCTE1,7.09E-01,0.149353765
UFL1,7.09E-01,0.149353765
ZNF200,7.09E-01,0.149353765
ZNF232,7.09E-01,0.149353765
ARHGAP40,7.10E-01,0.148741651
BLOC1S6,7.10E-01,0.148741651
GPR18,7.10E-01,0.148741651
IGIP,7.10E-01,0.148741651
ILVBL,7.10E-01,0.148741651
LECT1,7.10E-01,0.148741651
LFNG,7.10E-01,0.148741651
MAGEA2,7.10E-01,0.148741651
MIR374A,7.10E-01,0.148741651
PRR20D,7.10E-01,0.148741651
RGS3,7.10E-01,0.148741651
SLC10A4,7.10E-01,0.148741651
SLC22A7,7.10E-01,0.148741651
SNORD1A,7.10E-01,0.148741651
SQLE,7.10E-01,0.148741651
SYN1,7.10E-01,0.148741651
TBX19,7.10E-01,0.148741651
TOPAZ1,7.10E-01,0.148741651
ALDH3B1,7.11E-01,0.148130399
ALG8,7.11E-01,0.148130399
ARCN1,7.11E-01,0.148130399
CCDC39,7.11E-01,0.148130399
CSNK2A1,7.11E-01,0.148130399
DKK3,7.11E-01,0.148130399
EXOC6,7.11E-01,0.148130399
GADD45A,7.11E-01,0.148130399
IL18BP,7.11E-01,0.148130399
LDHC,7.11E-01,0.148130399
LGR6,7.11E-01,0.148130399
MIR549A,7.11E-01,0.148130399
PDE3A,7.11E-01,0.148130399
PDP1,7.11E-01,0.148130399
RTN4,7.11E-01,0.148130399
RUVBL2,7.11E-01,0.148130399
SDHC,7.11E-01,0.148130399
SLC25A16,7.11E-01,0.148130399
SNORD65,7.11E-01,0.148130399
TM2D2,7.11E-01,0.148130399
TOX2,7.11E-01,0.148130399
VNN1,7.11E-01,0.148130399
WISP1,7.11E-01,0.148130399
ZNF598,7.11E-01,0.148130399
ARSA,7.12E-01,0.147520006
ARSD,7.12E-01,0.147520006
ASB5,7.12E-01,0.147520006
C21orf33,7.12E-01,0.147520006
C21orf67,7.12E-01,0.147520006
C5orf49,7.12E-01,0.147520006
CEBPB,7.12E-01,0.147520006
CHL1,7.12E-01,0.147520006
COPG2IT1,7.12E-01,0.147520006
CSAG1,7.12E-01,0.147520006
DCTN1,7.12E-01,0.147520006
DYNLRB2,7.12E-01,0.147520006
FRMD8,7.12E-01,0.147520006
FRS2,7.12E-01,0.147520006
GIPC3,7.12E-01,0.147520006
HIST1H2AB,7.12E-01,0.147520006
INGX,7.12E-01,0.147520006
IRF3,7.12E-01,0.147520006
KLRG1,7.12E-01,0.147520006
LINC00226,7.12E-01,0.147520006
LOC101928370,7.12E-01,0.147520006
MIR548F5,7.12E-01,0.147520006
NDN,7.12E-01,0.147520006
NR1I2,7.12E-01,0.147520006
PGM2,7.12E-01,0.147520006
SLC36A4,7.12E-01,0.147520006
SORBS3,7.12E-01,0.147520006
TNFRSF1B,7.12E-01,0.147520006
CCT6P1,7.13E-01,0.14691047
CLRN2,7.13E-01,0.14691047
FABP12,7.13E-01,0.14691047
LINC01252,7.13E-01,0.14691047
OR52J3,7.13E-01,0.14691047
RFC2,7.13E-01,0.14691047
SCNN1G,7.13E-01,0.14691047
SLC22A24,7.13E-01,0.14691047
SPATA31D1,7.13E-01,0.14691047
TMEM233,7.13E-01,0.14691047
TRIM10,7.13E-01,0.14691047
C11orf53,7.14E-01,0.146301788
CCDC90B,7.14E-01,0.146301788
DEFB126,7.14E-01,0.146301788
DNAJB6,7.14E-01,0.146301788
ECE2,7.14E-01,0.146301788
ELFN1,7.14E-01,0.146301788
ENPEP,7.14E-01,0.146301788
GRIPAP1,7.14E-01,0.146301788
HMGXB3,7.14E-01,0.146301788
ITFG1,7.14E-01,0.146301788
MIR323A,7.14E-01,0.146301788
MIR376B,7.14E-01,0.146301788
PLA2G2C,7.14E-01,0.146301788
POLH,7.14E-01,0.146301788
PPIEL,7.14E-01,0.146301788
PTER,7.14E-01,0.146301788
RNF113A,7.14E-01,0.146301788
SNORA79,7.14E-01,0.146301788
SP110,7.14E-01,0.146301788
SRSF8,7.14E-01,0.146301788
TADA2A,7.14E-01,0.146301788
UPP1,7.14E-01,0.146301788
ZDHHC17,7.14E-01,0.146301788
ZFAND2A,7.14E-01,0.146301788
CALD1,7.15E-01,0.145693958
CDC123,7.15E-01,0.145693958
CDC23,7.15E-01,0.145693958
CKMT1A,7.15E-01,0.145693958
FAM167B,7.15E-01,0.145693958
GPR149,7.15E-01,0.145693958
KCTD3,7.15E-01,0.145693958
LINC00403,7.15E-01,0.145693958
LINC01011,7.15E-01,0.145693958
METTL21A,7.15E-01,0.145693958
MYCL,7.15E-01,0.145693958
NBPF1,7.15E-01,0.145693958
PLEKHG3,7.15E-01,0.145693958
SCARA3,7.15E-01,0.145693958
TLK1,7.15E-01,0.145693958
TMEM215,7.15E-01,0.145693958
TNPO2,7.15E-01,0.145693958
ZPBP,7.15E-01,0.145693958
ADAR,7.16E-01,0.145086978
ALKBH1,7.16E-01,0.145086978
BMPR1B,7.16E-01,0.145086978
CEP170P1,7.16E-01,0.145086978
COX11,7.16E-01,0.145086978
ESRRG,7.16E-01,0.145086978
KCNV1,7.16E-01,0.145086978
RCC1,7.16E-01,0.145086978
RNF32,7.16E-01,0.145086978
RUNX2,7.16E-01,0.145086978
SMARCC1,7.16E-01,0.145086978
SUGCT,7.16E-01,0.145086978
THOC5,7.16E-01,0.145086978
TMPRSS3,7.16E-01,0.145086978
ZSCAN31,7.16E-01,0.145086978
CCDC34,7.17E-01,0.144480844
CCRL2,7.17E-01,0.144480844
CDKL2,7.17E-01,0.144480844
ECD,7.17E-01,0.144480844
EIF4E2,7.17E-01,0.144480844
FAM3C,7.17E-01,0.144480844
FAM83D,7.17E-01,0.144480844
HRASLS2,7.17E-01,0.144480844
LACTB,7.17E-01,0.144480844
LIPK,7.17E-01,0.144480844
LRRD1,7.17E-01,0.144480844
MAP3K7,7.17E-01,0.144480844
OVOL3,7.17E-01,0.144480844
PRDM5,7.17E-01,0.144480844
RBBP8,7.17E-01,0.144480844
SIGLEC12,7.17E-01,0.144480844
SMN2,7.17E-01,0.144480844
SPDYE8P,7.17E-01,0.144480844
SRGN,7.17E-01,0.144480844
SRPK1,7.17E-01,0.144480844
WTAP,7.17E-01,0.144480844
ZIC1,7.17E-01,0.144480844
ZRANB3,7.17E-01,0.144480844
ARHGAP1,7.18E-01,0.143875556
ATP6V1E2,7.18E-01,0.143875556
C10orf111,7.18E-01,0.143875556
C14orf37,7.18E-01,0.143875556
CYP4F8,7.18E-01,0.143875556
FMNL1,7.18E-01,0.143875556
GPR75,7.18E-01,0.143875556
KIAA2022,7.18E-01,0.143875556
LOC100132891,7.18E-01,0.143875556
MAGEB1,7.18E-01,0.143875556
MRPL34,7.18E-01,0.143875556
MUL1,7.18E-01,0.143875556
OR10C1,7.18E-01,0.143875556
PPM1M,7.18E-01,0.143875556
RDH16,7.18E-01,0.143875556
RNF113B,7.18E-01,0.143875556
TTTY1,7.18E-01,0.143875556
ABCB10,7.19E-01,0.14327111
BMF,7.19E-01,0.14327111
CCL3L1,7.19E-01,0.14327111
CRLS1,7.19E-01,0.14327111
CUTA,7.19E-01,0.14327111
DEFB136,7.19E-01,0.14327111
DNAL1,7.19E-01,0.14327111
FAM118A,7.19E-01,0.14327111
HAND2-AS1,7.19E-01,0.14327111
HOXA10,7.19E-01,0.14327111
HS3ST5,7.19E-01,0.14327111
MIR141,7.19E-01,0.14327111
NANOGNB,7.19E-01,0.14327111
NAPG,7.19E-01,0.14327111
NFS1,7.19E-01,0.14327111
NPIPB3,7.19E-01,0.14327111
NUDT2,7.19E-01,0.14327111
PARVA,7.19E-01,0.14327111
PHACTR3,7.19E-01,0.14327111
PIK3AP1,7.19E-01,0.14327111
PKIG,7.19E-01,0.14327111
SLC5A6,7.19E-01,0.14327111
SNORA4,7.19E-01,0.14327111
SNORD114-19,7.19E-01,0.14327111
TAPT1,7.19E-01,0.14327111
AATK,7.20E-01,0.142667504
ABCA1,7.20E-01,0.142667504
ABI1,7.20E-01,0.142667504
ART5,7.20E-01,0.142667504
C11orf96,7.20E-01,0.142667504
C14orf105,7.20E-01,0.142667504
C17orf107,7.20E-01,0.142667504
CASC8,7.20E-01,0.142667504
CD320,7.20E-01,0.142667504
CHRM2,7.20E-01,0.142667504
CTLA4,7.20E-01,0.142667504
CXorf21,7.20E-01,0.142667504
DENND5B,7.20E-01,0.142667504
DHX29,7.20E-01,0.142667504
EPB41L4A-AS1,7.20E-01,0.142667504
FOLH1B,7.20E-01,0.142667504
GRK6,7.20E-01,0.142667504
GSTM2,7.20E-01,0.142667504
HLA-DRB1,7.20E-01,0.142667504
LINC00626,7.20E-01,0.142667504
LOC152225,7.20E-01,0.142667504
MCL1,7.20E-01,0.142667504
MIR516A1,7.20E-01,0.142667504
NSMAF,7.20E-01,0.142667504
PCDHGA9,7.20E-01,0.142667504
PFDN2,7.20E-01,0.142667504
POLD3,7.20E-01,0.142667504
POM121C,7.20E-01,0.142667504
POMP,7.20E-01,0.142667504
PQLC3,7.20E-01,0.142667504
PSTPIP1,7.20E-01,0.142667504
PTCD2,7.20E-01,0.142667504
PTPN18,7.20E-01,0.142667504
SENP7,7.20E-01,0.142667504
SLC22A12,7.20E-01,0.142667504
SMC4,7.20E-01,0.142667504
SNAR-I,7.20E-01,0.142667504
STAMBP,7.20E-01,0.142667504
TCN1,7.20E-01,0.142667504
TFEC,7.20E-01,0.142667504
TMEM52,7.20E-01,0.142667504
TSPAN33,7.20E-01,0.142667504
VAPB,7.20E-01,0.142667504
VOPP1,7.20E-01,0.142667504
VPREB1,7.20E-01,0.142667504
XYLT2,7.20E-01,0.142667504
ZFHX4-AS1,7.20E-01,0.142667504
ABHD17A,7.21E-01,0.142064735
C5AR2,7.21E-01,0.142064735
CDCA7,7.21E-01,0.142064735
CEACAM8,7.21E-01,0.142064735
ERN2,7.21E-01,0.142064735
LINC01132,7.21E-01,0.142064735
MBNL3,7.21E-01,0.142064735
MYH9,7.21E-01,0.142064735
PSCA,7.21E-01,0.142064735
RSPH10B,7.21E-01,0.142064735
SMG9,7.21E-01,0.142064735
SNX27,7.21E-01,0.142064735
SON,7.21E-01,0.142064735
TTTY2B,7.21E-01,0.142064735
UBQLN4,7.21E-01,0.142064735
YTHDF1,7.21E-01,0.142064735
ADK,7.22E-01,0.141462802
AP3B2,7.22E-01,0.141462802
BPIFA3,7.22E-01,0.141462802
CHRFAM7A,7.22E-01,0.141462802
DMTN,7.22E-01,0.141462802
DNAJB9,7.22E-01,0.141462802
ERAP2,7.22E-01,0.141462802
GET4,7.22E-01,0.141462802
GUCY1A3,7.22E-01,0.141462802
ID1,7.22E-01,0.141462802
KERA,7.22E-01,0.141462802
MIR324,7.22E-01,0.141462802
PCK2,7.22E-01,0.141462802
RAG1,7.22E-01,0.141462802
RNF152,7.22E-01,0.141462802
SPAM1,7.22E-01,0.141462802
SPEF1,7.22E-01,0.141462802
TBC1D5,7.22E-01,0.141462802
TEX14,7.22E-01,0.141462802
TUBB1,7.22E-01,0.141462802
USP12,7.22E-01,0.141462802
VWA5B1,7.22E-01,0.141462802
ZMYND12,7.22E-01,0.141462802
ZNF528,7.22E-01,0.141462802
ACOT7,7.23E-01,0.140861703
AFF3,7.23E-01,0.140861703
DCAF10,7.23E-01,0.140861703
MROH7,7.23E-01,0.140861703
PCDHAC1,7.23E-01,0.140861703
RARA,7.23E-01,0.140861703
RNF144A,7.23E-01,0.140861703
SIGLEC7,7.23E-01,0.140861703
TFDP3,7.23E-01,0.140861703
VRK2,7.23E-01,0.140861703
ZNF772,7.23E-01,0.140861703
ZP3,7.23E-01,0.140861703
AIPL1,7.24E-01,0.140261434
